# gnomAD v4.1.1 missense constraint per MANE Select transcript (gene<TAB>mis.oe<TAB>mis.z_score<TAB>constraint_flags)
# Source: gs://gcp-public-data--gnomad/release/4.1.1/constraint/gnomad.v4.1.1.constraint_metrics.tsv.bgz
# Used by filtering_r.pl for the ACMG PP2 criterion (missense in a missense-constrained gene, mis.oe < 0.6).
ACAP2	7.1366e-01	3.7194e+00	[]
ACAP3	1.0282e+00	-4.1214e-01	[]
ACAT1	8.9445e-01	1.0307e+00	[]
ACAT2	9.5712e-01	4.0434e-01	[]
ACBD3	8.1867e-01	1.9936e+00	[]
ACBD4	9.8376e-01	1.3844e-01	[]
ACBD5	8.6739e-01	1.4357e+00	[]
ACBD6	1.0078e+00	-6.1460e-02	[]
ACBD7	1.0773e+00	-3.3454e-01	[]
ACCS	9.5493e-01	4.8264e-01	[]
ACCSL	9.0539e-01	1.0661e+00	[]
ACD	8.9472e-01	1.0887e+00	[]
ACE	1.0368e+00	-6.5413e-01	[]
ACE2	8.7469e-01	1.2981e+00	[]
ACER1	1.0077e+00	-6.1168e-02	[]
ACER2	1.0328e+00	-2.5804e-01	[]
ACER3	6.9631e-01	2.3385e+00	[]
ACHE	7.1225e-01	3.5766e+00	[]
ACIN1	8.4320e-01	2.6827e+00	[]
ACKR1	1.1083e+00	-9.1816e-01	[]
ACKR2	9.5740e-01	3.9691e-01	["no_exp_lof"]
ACKR3	8.3334e-01	1.5494e+00	[]
ACKR4	3.9564e-01	5.2956e+00	[]
ACLY	7.1947e-01	4.5619e+00	[]
ACMSD	1.0312e+00	-2.7300e-01	[]
ACO1	8.6852e-01	1.8692e+00	[]
ACO2	6.6553e-01	4.5765e+00	[]
ACOD1	9.0399e-01	9.9151e-01	[]
ACOT1	2.7993e-01	7.1326e+00	["outlier_syn"]
ACOT11	9.4133e-01	7.1374e-01	[]
ACOT12	1.0365e+00	-4.1430e-01	[]
ACOT13	9.8784e-01	6.8405e-02	[]
ACOT2	7.7847e-01	2.3437e+00	[]
ACOT4	1.0301e+00	-3.0298e-01	[]
ACOT6	9.4776e-01	5.2341e-01	[]
ACOT7	7.4423e-01	2.5131e+00	[]
ACOT8	8.8437e-01	1.0127e+00	[]
ACOT9	9.0973e-01	7.1412e-01	[]
ACOX1	7.5220e-01	3.0586e+00	[]
ACOX2	9.5068e-01	6.2414e-01	[]
ACOX3	1.0204e+00	-2.6533e-01	[]
ACOXL	9.5472e-01	5.2404e-01	[]
ACP1	9.1061e-01	5.3602e-01	[]
ACP2	8.7080e-01	1.3097e+00	[]
ACP3	1.0059e+00	-5.4559e-02	[]
ACP4	1.0254e+00	-2.6086e-01	[]
ACP5	8.3851e-01	1.4152e+00	[]
ACP6	9.1662e-01	8.1801e-01	[]
ACP7	9.6268e-01	3.8868e-01	[]
ACR	8.3770e-01	1.5774e+00	[]
ACRBP	8.9747e-01	1.1344e+00	[]
ACRV1	9.3036e-01	5.2795e-01	[]
ACSBG1	8.5675e-01	1.8993e+00	[]
ACSBG2	8.9285e-01	1.3067e+00	[]
ACSF2	8.2283e-01	2.1416e+00	[]
ACSF3	1.2152e+00	-2.5483e+00	[]
ACSL1	8.3112e-01	2.1405e+00	[]
ACSL3	7.7882e-01	2.7873e+00	[]
ACSL4	6.7450e-01	3.0845e+00	[]
ACSL5	9.3329e-01	8.1991e-01	[]
ACSL6	8.3313e-01	2.1509e+00	[]
ACSM1	9.3872e-01	7.0134e-01	[]
ACSM2A	9.6536e-01	3.9331e-01	[]
ACSM2B	9.6734e-01	3.7147e-01	[]
ACSM3	9.4686e-01	5.9831e-01	[]
ACSM4	9.0290e-01	1.1068e+00	[]
ACSM5	9.9588e-01	4.7347e-02	[]
ACSS1	8.3575e-01	2.1427e+00	[]
ACSS2	8.3221e-01	2.1611e+00	[]
ACSS3	9.3934e-01	7.6210e-01	[]
ACTA1	3.2643e-01	6.6324e+00	[]
ACTA2	4.7313e-01	5.0186e+00	[]
ACTB	1.0566e-01	8.7811e+00	[]
ACTBL2	1.0778e+00	-7.3153e-01	[]
ACTC1	2.5475e-01	7.1523e+00	[]
ACTG1	4.4004e-01	5.4953e+00	["outlier_syn"]
ACTG2	4.8480e-01	4.8685e+00	[]
ACTL10	1.1493e+00	-1.2071e+00	["no_exp_lof"]
ACTL6A	5.4089e-01	4.4946e+00	[]
ACTL6B	6.1164e-01	3.9621e+00	[]
ACTL7A	9.8982e-01	1.0384e-01	[]
ACTL7B	1.0437e+00	-4.4686e-01	[]
ACTL8	7.7402e-01	2.1382e+00	[]
ACTL9	1.0533e+00	-5.4077e-01	[]
ACTN1	6.2449e-01	5.6017e+00	[]
ACTN2	8.4221e-01	2.3096e+00	[]
ACTN3	1.0048e+00	-7.1912e-02	[]
ACTN4	5.7172e-01	6.4911e+00	[]
ACTR10	9.1764e-01	7.9155e-01	[]
ACTR1A	5.1456e-01	4.5908e+00	[]
ACTR1B	9.0159e-01	9.5932e-01	[]
ACTR2	3.7453e-01	5.8480e+00	[]
ACTR3	5.5025e-01	4.3424e+00	[]
ACTR3B	4.4362e-01	5.5764e+00	[]
ACTR3C	7.3386e-01	1.7973e+00	[]
ACTR5	1.0202e+00	-2.4036e-01	[]
ACTR6	7.2820e-01	2.5194e+00	[]
ACTR8	8.6661e-01	1.5842e+00	[]
ACTRT1	1.1459e+00	-1.0621e+00	[]
ACTRT2	9.8011e-01	1.8929e-01	[]
ACTRT3	9.7931e-01	1.9064e-01	[]
ACVR1	7.2544e-01	2.9583e+00	[]
ACVR1B	5.3572e-01	5.1258e+00	[]
ACVR1C	7.8964e-01	2.2120e+00	[]
ACVR2A	5.1795e-01	5.1261e+00	[]
ACVR2B	7.0604e-01	3.2758e+00	[]
ACVRL1	6.7288e-01	3.6119e+00	[]
ACY1	8.9473e-01	1.0442e+00	[]
ACY3	9.9118e-01	7.7744e-02	[]
ACYP1	7.9299e-01	9.5610e-01	[]
ACYP2	1.3145e+00	-1.3544e+00	[]
ADA	9.4181e-01	5.3946e-01	[]
ADA2	9.8795e-01	1.3054e-01	[]
ADAD1	9.0501e-01	1.0578e+00	[]
ADAD2	1.3765e+00	-4.5450e+00	["outlier_mis","outlier_syn"]
ADAL	9.0393e-01	8.3229e-01	[]
ADAM10	6.6717e-01	4.2922e+00	[]
ADAM11	7.4174e-01	3.5649e+00	[]
ADAM12	8.6186e-01	2.0168e+00	[]
ADAM15	8.5976e-01	2.0017e+00	[]
ADAM17	7.6686e-01	3.1650e+00	[]
ADAM18	1.0637e+00	-8.0553e-01	[]
ADAM19	8.8234e-01	1.7417e+00	[]
ADAM2	1.0788e+00	-9.9667e-01	[]
ADAM20	9.8617e-01	1.7527e-01	["no_exp_lof"]
ADAM21	7.7543e-01	2.8321e+00	["no_exp_lof"]
ADAM22	8.2204e-01	2.6125e+00	[]
ADAM23	8.1456e-01	2.5728e+00	[]
ADAM28	1.0874e+00	-1.1456e+00	[]
ADAM29	9.6728e-01	4.4165e-01	["no_exp_lof"]
ADAM30	1.0006e+00	-8.5391e-03	["no_exp_lof"]
ADAM32	9.3273e-01	8.7628e-01	[]
ADAM33	1.0213e+00	-3.0076e-01	[]
ADAM7	1.0906e+00	-1.1649e+00	[]
ADAM8	9.7669e-01	3.3844e-01	[]
ADAM9	8.3192e-01	2.2642e+00	[]
ADAMDEC1	1.0532e+00	-5.3912e-01	[]
ADAMTS1	9.8483e-01	2.2963e-01	[]
ADAMTS10	7.2261e-01	4.6803e+00	[]
ADAMTS12	9.5857e-01	7.9003e-01	[]
ADAMTS13	9.0237e-01	1.8110e+00	[]
ADAMTS14	9.4175e-01	1.0117e+00	[]
ADAMTS15	1.0040e+00	-6.2554e-02	[]
ADAMTS16	9.9592e-01	6.9438e-02	[]
ADAMTS17	1.0930e+00	-1.5448e+00	[]
ADAMTS18	1.3298e+00	-5.5095e+00	["outlier_mis","outlier_syn"]
ADAMTS19	9.5483e-01	7.5899e-01	[]
ADAMTS2	8.7613e-01	2.1815e+00	[]
ADAMTS20	1.0266e+00	-5.4951e-01	[]
ADAMTS3	9.6202e-01	6.3036e-01	[]
ADAMTS4	9.0806e-01	1.3103e+00	[]
ADAMTS5	9.7079e-01	4.3695e-01	[]
ADAMTS6	7.2412e-01	4.3703e+00	[]
ADAMTS7	8.3757e-01	3.3622e+00	[]
ADAMTS8	9.8662e-01	1.9830e-01	[]
ADAMTS9	9.5297e-01	9.9671e-01	[]
ADAMTSL1	1.1761e+00	-3.5853e+00	["outlier_mis"]
ADAMTSL2	8.7265e-01	1.9990e+00	[]
ADAMTSL3	9.3885e-01	1.2007e+00	[]
ADAMTSL4	9.6872e-01	5.0857e-01	[]
ADAMTSL5	1.1388e+00	-1.5388e+00	[]
ADAP1	1.0440e+00	-4.2500e-01	[]
ADAP2	8.9296e-01	1.0006e+00	[]
ADAR	8.0602e-01	3.2475e+00	[]
ADARB1	6.9720e-01	3.9218e+00	[]
ADARB2	9.9402e-01	8.3727e-02	[]
ADAT1	1.2175e+00	-2.2882e+00	[]
ADAT2	8.9864e-01	6.7636e-01	[]
ADAT3	1.2862e+00	-2.9181e+00	[]
ADCK1	9.6828e-01	3.5261e-01	[]
ADCK2	8.7019e-01	1.5647e+00	[]
ADCK5	9.3773e-01	7.5607e-01	[]
ADCY1	6.8120e-01	5.1492e+00	[]
ADCY10	9.0213e-01	1.8357e+00	[]
ADCY2	6.3745e-01	5.8229e+00	[]
ADCY3	8.0306e-01	3.2978e+00	[]
ADCY4	9.0821e-01	1.4558e+00	[]
ADCY5	7.4584e-01	4.5670e+00	[]
ADCY6	7.7840e-01	3.7752e+00	[]
ADCY7	8.2568e-01	2.8659e+00	[]
ADCY8	8.6501e-01	2.3020e+00	[]
ADCY9	9.2311e-01	1.3914e+00	[]
ADCYAP1	1.2382e+00	-1.6180e+00	[]
ADCYAP1R1	8.1138e-01	1.9505e+00	[]
ADD1	9.3035e-01	9.4817e-01	[]
ADD2	8.0218e-01	2.5935e+00	[]
ADD3	9.7820e-01	2.7061e-01	[]
ADGB	1.0306e+00	-5.7885e-01	[]
ADGRA1	9.8061e-01	2.3476e-01	[]
ADGRA2	9.2041e-01	1.4639e+00	[]
ADGRA3	9.1932e-01	1.3973e+00	[]
ADGRB1	7.6753e-01	4.7084e+00	[]
ADGRB2	7.2635e-01	5.4501e+00	[]
ADGRB3	8.8350e-01	2.1387e+00	[]
ADGRD1	9.0950e-01	1.3026e+00	[]
ADGRE1	9.5086e-01	6.9045e-01	[]
ADGRE2	7.8593e-01	2.9382e+00	[]
ADGRE3	9.2074e-01	9.4200e-01	[]
ADGRE5	8.7607e-01	1.7488e+00	[]
ADGRF1	1.0852e+00	-1.1927e+00	[]
ADGRF3	9.0273e-01	1.4645e+00	[]
ADGRF4	1.1033e+00	-1.2792e+00	[]
ADGRF5	9.2971e-01	1.2105e+00	[]
ADGRG1	9.1193e-01	1.1090e+00	[]
ADGRG2	8.1115e-01	2.2249e+00	[]
ADGRG3	9.4149e-01	6.5765e-01	[]
ADGRG4	1.1018e+00	-2.0603e+00	[]
ADGRG5	9.0850e-01	1.0145e+00	[]
ADGRG6	9.3209e-01	1.1092e+00	[]
ADGRG7	9.9117e-01	1.1627e-01	[]
ADGRL1	7.3880e-01	5.0546e+00	[]
ADGRL2	8.5362e-01	2.6257e+00	[]
ADGRL3	8.8254e-01	2.1602e+00	[]
ADGRL4	1.0819e+00	-9.9680e-01	[]
ADGRV1	9.6019e-01	1.4777e+00	[]
ADH1A	1.0093e+00	-8.5583e-02	[]
ADH1B	9.0521e-01	8.7491e-01	[]
ADH1C	8.8744e-01	1.0356e+00	[]
ADH4	1.0385e+00	-3.5197e-01	[]
ADH5	7.6657e-01	2.1363e+00	[]
ADH6	9.8441e-01	1.4056e-01	[]
ADH7	1.1708e+00	-1.5643e+00	[]
ADHFE1	1.0166e+00	-1.7213e-01	[]
ADI1	9.6130e-01	2.6352e-01	[]
ADIG	7.7840e-01	9.0895e-01	[]
ADIPOQ	1.0477e+00	-3.5735e-01	[]
ADIPOR1	5.9831e-01	3.7456e+00	[]
ADIPOR2	5.9056e-01	3.8226e+00	[]
ADIRF	1.0807e+00	-3.4079e-01	[]
ADK	7.5521e-01	2.1524e+00	[]
ADM	9.9571e-01	2.9150e-02	[]
ADM2	1.1173e+00	-7.2691e-01	[]
ADM5	9.3568e-01	3.9296e-01	[]
ADNP	8.5371e-01	2.2719e+00	[]
ADNP2	1.0014e+00	-2.2223e-02	[]
ADO	9.2126e-01	6.6017e-01	[]
ADORA1	6.8764e-01	2.7919e+00	[]
ADORA2A	8.0747e-01	1.9363e+00	[]
ADORA2B	1.0433e+00	-3.7985e-01	[]
ADORA3	8.8175e-01	9.9464e-01	[]
ADPGK	9.1076e-01	9.5295e-01	[]
ADPRH	9.4209e-01	5.2086e-01	[]
ADPRHL1	8.0981e-01	4.0531e+00	[]
ADPRM	8.1647e-01	1.5902e+00	[]
ADPRS	1.0028e+00	-2.6517e-02	[]
ADRA1A	1.0298e+00	-3.1184e-01	[]
ADRA1B	9.4308e-01	6.5228e-01	[]
ADRA1D	9.9912e-01	1.0884e-02	[]
ADRA2A	9.3764e-01	6.9859e-01	[]
ADRA2B	1.0046e+00	-4.8327e-02	[]
ADRA2C	8.6908e-01	1.4536e+00	[]
ADRB1	8.9553e-01	1.1864e+00	["no_exp_lof"]
ADRB2	8.0597e-01	1.9002e+00	[]
ADRB3	1.0353e+00	-3.6204e-01	[]
ADRM1	8.4522e-01	1.5516e+00	[]
ADSL	8.4633e-01	1.6417e+00	[]
ADSS1	9.8804e-01	1.2604e-01	[]
ADSS2	6.7228e-01	3.2922e+00	[]
ADTRP	9.1267e-01	6.1767e-01	[]
AEBP1	9.2713e-01	1.2265e+00	[]
AEBP2	8.2851e-01	1.9184e+00	[]
AEN	1.0598e+00	-5.3233e-01	[]
AFAP1	1.1429e+00	-1.9755e+00	[]
AFAP1L1	8.9586e-01	1.4022e+00	[]
AFAP1L2	9.2664e-01	1.0065e+00	[]
AFDN	9.1205e-01	1.8152e+00	[]
AFF1	1.0075e+00	-1.2447e-01	[]
AFF2	8.6706e-01	1.7939e+00	[]
AFF3	8.6243e-01	2.3411e+00	[]
AFF4	7.7788e-01	3.5494e+00	[]
AFG1L	9.3987e-01	6.2314e-01	[]
AFG3L2	7.5789e-01	3.2569e+00	[]
AFM	1.1000e+00	-1.1300e+00	[]
AFMID	9.6775e-01	2.7078e-01	[]
AFP	9.7900e-01	2.3758e-01	[]
AGA	1.0221e+00	-1.9672e-01	[]
AGAP1	8.5654e-01	2.0884e+00	[]
AGAP2	7.8427e-01	3.7243e+00	[]
AGAP3	6.9847e-01	4.5542e+00	[]
AGAP4	1.9117e-01	1.0256e+01	["outlier_syn"]
AGAP5	3.2357e-01	8.5619e+00	["outlier_syn"]
AGAP6	5.5715e-01	5.6183e+00	[]
AGAP9	3.8235e-01	7.4885e+00	["outlier_syn"]
AGBL1	1.2203e+00	-3.3844e+00	[]
AGBL2	8.8321e-01	1.5935e+00	[]
AGBL3	8.4615e-01	2.1800e+00	[]
AGBL4	9.1755e-01	8.8336e-01	[]
AGBL5	8.8712e-01	1.6412e+00	[]
AGER	9.4957e-01	4.8806e-01	[]
AGFG1	7.9381e-01	2.2872e+00	[]
AGFG2	9.4688e-01	5.6979e-01	[]
AGGF1	9.5904e-01	5.0960e-01	[]
AGK	8.9018e-01	1.0542e+00	[]
AGL	9.9350e-01	1.1823e-01	[]
AGMAT	1.0005e+00	-4.4042e-03	[]
AGMO	1.4519e+00	-4.4183e+00	["outlier_mis"]
AGO1	5.0337e-01	7.1524e+00	[]
AGO2	4.5704e-01	7.9671e+00	[]
AGO3	4.9082e-01	7.1629e+00	[]
AGO4	6.5625e-01	4.8256e+00	[]
AGPAT1	4.9500e-01	4.1862e+00	[]
AGPAT2	1.0508e+00	-4.3022e-01	[]
AGPAT3	6.3891e-01	3.4195e+00	[]
AGPAT4	6.5077e-01	3.2717e+00	[]
AGPAT5	1.4933e+00	-4.4661e+00	["outlier_mis","outlier_syn"]
AGPS	6.6170e-01	4.1216e+00	[]
AGR2	9.0591e-01	5.6876e-01	[]
AGR3	1.1930e+00	-1.1379e+00	[]
AGRN	1.0193e+00	-4.4859e-01	[]
AGRP	8.8699e-01	6.3715e-01	[]
AGT	1.0063e+00	-6.4914e-02	[]
AGTPBP1	8.3921e-01	2.6243e+00	[]
AGTR1	8.6354e-01	1.2095e+00	[]
AGTR2	1.0032e+00	-2.2313e-02	[]
AGTRAP	8.7620e-01	7.7132e-01	[]
AGXT	1.0044e+00	-4.3271e-02	[]
AGXT2	1.0381e+00	-4.1168e-01	[]
AHCTF1	8.3681e-01	3.5735e+00	[]
AHCY	7.5570e-01	2.5397e+00	[]
AHCYL1	4.8988e-01	5.6467e+00	[]
AHCYL2	7.0180e-01	3.5636e+00	[]
AHDC1	8.1707e-01	3.7032e+00	[]
AHI1	1.0115e+00	-1.8461e-01	[]
AHNAK	1.0125e+00	-4.5671e-01	[]
AHNAK2	1.1670e+00	-6.1143e+00	["outlier_mis","outlier_syn"]
AHR	9.8952e-01	1.4220e-01	[]
AHRR	1.0379e+00	-4.9920e-01	[]
AHSA1	8.0060e-01	1.7344e+00	[]
AHSG	1.0206e+00	-1.8838e-01	[]
AHSP	1.1188e+00	-5.5451e-01	[]
AICDA	8.5565e-01	1.0093e+00	[]
AIDA	7.0592e-01	2.3603e+00	[]
AIF1	9.4421e-01	3.1069e-01	[]
AIF1L	9.3346e-01	3.8636e-01	[]
AIFM1	6.9212e-01	2.8672e+00	[]
AIFM2	9.6910e-01	2.9204e-01	[]
AIFM3	9.1588e-01	1.0253e+00	[]
AIG1	9.2876e-01	5.2185e-01	[]
AIM2	8.7048e-01	1.1203e+00	[]
AIMP1	1.0060e+00	-4.8638e-02	[]
AIMP2	1.2424e+00	-2.1045e+00	[]
AIP	8.6768e-01	1.1934e+00	[]
AIPL1	9.5845e-01	3.9858e-01	[]
AIRE	1.0241e+00	-2.8203e-01	[]
AJAP1	1.0264e+00	-2.6867e-01	[]
AJM1	9.7147e-01	4.4589e-01	[]
AJUBA	7.9393e-01	2.3754e+00	[]
AK1	8.3906e-01	1.0962e+00	[]
AK2	8.4504e-01	1.1525e+00	[]
AK3	1.4214e+00	-3.0373e+00	[]
AK4	6.6609e-01	2.4178e+00	[]
AK5	7.5813e-01	2.7300e+00	[]
AK6	9.5946e-01	2.4392e-01	[]
AK7	9.6296e-01	4.7068e-01	[]
AK8	9.0442e-01	1.0098e+00	[]
AK9	9.0079e-01	1.9912e+00	[]
AKAIN1	9.9130e-01	3.3756e-02	[]
AKAP1	8.4382e-01	2.2479e+00	[]
AKAP10	8.3156e-01	2.0254e+00	[]
AKAP11	1.0018e+00	-3.6737e-02	[]
AKAP12	9.5268e-01	9.4168e-01	[]
AKAP13	1.0806e+00	-2.0139e+00	[]
AKAP14	8.5492e-01	7.6008e-01	[]
AKAP17A	1.0527e+00	-7.1270e-01	[]
AKAP3	9.2207e-01	1.0718e+00	[]
AKAP4	8.7369e-01	1.3528e+00	[]
AKAP5	8.3815e-01	1.5192e+00	[]
AKAP6	9.8905e-01	2.4446e-01	[]
AKAP7	1.0154e+00	-1.3239e-01	[]
AKAP8	1.0158e+00	-2.0810e-01	[]
AKAP8L	9.0809e-01	1.1678e+00	[]
AKAP9	9.6355e-01	1.0282e+00	[]
AKIP1	1.0847e+00	-5.8745e-01	[]
AKIRIN1	9.1301e-01	6.0526e-01	[]
AKIRIN2	7.6058e-01	1.6967e+00	[]
AKNA	9.6415e-01	6.6298e-01	[]
AKNAD1	9.8118e-01	2.5064e-01	[]
AKR1A1	9.2979e-01	6.0371e-01	[]
AKR1B1	8.9992e-01	8.5010e-01	[]
AKR1B10	9.4358e-01	4.7064e-01	[]
AKR1B15	1.0771e+00	-6.4214e-01	[]
AKR1C1	8.8037e-01	9.7268e-01	[]
AKR1C2	7.2039e-01	2.2785e+00	[]
AKR1C3	1.2322e+00	-1.9585e+00	[]
AKR1C4	1.1293e+00	-1.0861e+00	[]
AKR1D1	9.0502e-01	8.1240e-01	[]
AKR1E2	1.0670e+00	-5.6855e-01	[]
AKR7A2	1.0624e+00	-5.9361e-01	[]
AKR7A3	9.0899e-01	8.2631e-01	[]
AKT1	5.7359e-01	4.6931e+00	[]
AKT1S1	9.9370e-01	5.1604e-02	[]
AKT2	6.6260e-01	3.6997e+00	[]
AKT3	4.2152e-01	5.9237e+00	[]
AKTIP	7.3475e-01	2.1362e+00	[]
ALAD	7.2474e-01	2.4784e+00	[]
ALAS1	8.5447e-01	1.7637e+00	[]
ALAS2	6.3981e-01	3.3485e+00	[]
ALB	9.5308e-01	5.3645e-01	[]
ALCAM	8.5028e-01	1.6834e+00	[]
ALDH16A1	1.1235e+00	-1.7575e+00	[]
ALDH18A1	7.7462e-01	3.0541e+00	[]
ALDH1A1	8.5812e-01	1.4910e+00	[]
ALDH1A2	9.0248e-01	1.0553e+00	[]
